id,d_question-submitted,question_translated
7c61da21-9f4f-4076-a482-bd0cfe25a409,i have a ctc101,i have a ctc101
3d2ef240-3303-4602-a16b-cececd236d84,hi,hi
14963a81-b045-406b-bcff-f096876fd539,good thanks,good thanks
260b4bcc-5bed-46ba-9a50-40ededfa4b45,"I'm using the Arduino Education Starter Kit as well, is it compatible=","I'm using the Arduino Education Starter Kit as well, is it compatible="
fe358616-9999-4b2b-85cd-19124f1e5fb6,thanks,thanks
49f31ff6-07d2-4f48-9d4f-686741c7fca8,how to explain a potentiometer in class?,how to explain a potentiometer in class?
af58a350-7307-4b00-b235-5d24620b4d09,what about the UNO wifi rev2?,what about the UNO wifi rev2?
6b0bfec9-2565-4f8e-bfc6-6be79246afc0,I'm looking for lessons 4 dimmer switch,I'm looking for lessons 4 dimmer switch
943cda17-f343-4c86-b4d7-81e7768b14bd,"In file included from /home/builder/opt/libraries/lvgl_8_3_0/src/../src/misc/lv_log.h:16:0,                 from /home/builder/opt/libraries/lvgl_8_3_0/src/../lvgl.h:25,                 from /home/builder/opt/libraries/lvgl_8_3_0/src/lvgl.h:17,                 from /tmp/4029975812/new_sketch_1732005952949/new_sketch_1732005952949.ino:2:/home/builder/opt/libraries/lvgl_8_3_0/src/../src/misc/../lv_conf_internal.h:41:18: fatal error: ../../lv_conf.h: No such file or directory         #include \""../../lv_conf.h\""                /*Else assume lv_conf.h is next to the lvgl folder*/                  ^~~~~~~~~~~~~~~~~compilation terminated.Multiple libraries were found for \""lvgl.h\""  Used: /home/builder/opt/libraries/lvgl_8_3_0  Not used: /home/builder/opt/libraries/lvgl_9_2_2  Not used: /home/builder/opt/libraries/lv_arduino_3_0_1Error during build: exit status 1#include \""lv_conf.h\""#include \""lvgl.h\""#include \""Arduino_H7_Video.h\""#include \""Arduino_GigaDisplayTouch.h\""Arduino_H7_Video Display(800, 480, GigaDisplayShield);Arduino_GigaDisplayTouch TouchDetector;void setup() {  Display.begin();  TouchDetector.begin();  //Display & Grid Setup  lv_obj_t* screen = lv_obj_create(lv_scr_act());  lv_obj_set_size(screen, Display.width(), Display.height());  static lv_coord_t col_dsc[] = { 370, 370, LV_GRID_TEMPLATE_LAST };  static lv_coord_t row_dsc[] = { 215, 215, 215, 215, LV_GRID_TEMPLATE_LAST };  lv_obj_t* grid = lv_obj_create(lv_scr_act());  lv_obj_set_grid_dsc_array(grid, col_dsc, row_dsc);  lv_obj_set_size(grid, Display.width(), Display.height());  //top left  lv_obj_t* obj;  obj = lv_obj_create(grid);  lv_obj_set_grid_cell(obj, LV_GRID_ALIGN_STRETCH, 0, 1,  //column                       LV_GRID_ALIGN_STRETCH, 0, 1);      //row  //bottom left  obj = lv_obj_create(grid);  lv_obj_set_grid_cell(obj, LV_GRID_ALIGN_STRETCH, 0, 1,  //column                       LV_GRID_ALIGN_STRETCH, 1, 1);      //row  //top right  obj = lv_obj_create(grid);  lv_obj_set_grid_cell(obj, LV_GRID_ALIGN_STRETCH, 1, 1,  //column                       LV_GRID_ALIGN_STRETCH, 0, 1);      //row  //bottom right  obj = lv_obj_create(grid);  lv_obj_set_grid_cell(obj, LV_GRID_ALIGN_STRETCH, 1, 1,  //column                       LV_GRID_ALIGN_STRETCH, 1, 1);      //row}void loop() {  lv_timer_handler();}","In file included from /home/builder/opt/libraries/lvgl_8_3_0/src/../src/misc/lv_log.h:16:0,                 from /home/builder/opt/libraries/lvgl_8_3_0/src/../lvgl.h:25,                 from /home/builder/opt/libraries/lvgl_8_3_0/src/lvgl.h:17,                 from /tmp/4029975812/new_sketch_1732005952949/new_sketch_1732005952949.ino:2:/home/builder/opt/libraries/lvgl_8_3_0/src/../src/misc/../lv_conf_internal.h:41:18: fatal error: ../../lv_conf.h: No such file or directory         #include \""../../lv_conf.h\""                /*Else assume lv_conf.h is next to the lvgl folder*/                  ^~~~~~~~~~~~~~~~~compilation terminated.Multiple libraries were found for \""lvgl.h\""  Used: /home/builder/opt/libraries/lvgl_8_3_0  Not used: /home/builder/opt/libraries/lvgl_9_2_2  Not used: /home/builder/opt/libraries/lv_arduino_3_0_1Error during build: exit status 1#include \""lv_conf.h\""#include \""lvgl.h\""#include \""Arduino_H7_Video.h\""#include \""Arduino_GigaDisplayTouch.h\""Arduino_H7_Video code;Arduino_GigaDisplayTouch TouchDetector;void code {  Display.code;  TouchDetector.code;  //Display & Grid Setup  lv_obj_t* screen = code);  code, Display.code);  static lv_coord_t col_dsc[] = { 370, 370, LV_GRID_TEMPLATE_LAST };  static lv_coord_t row_dsc[] = { 215, 215, 215, 215, LV_GRID_TEMPLATE_LAST };  lv_obj_t* grid = code);  code;  code, Display.code);  //top left  lv_obj_t* obj;  obj = code;  code;      //row  //bottom left  obj = code;  code;      //row  //top right  obj = code;  code;      //row  //bottom right  obj = code;  code;      //row}void code {  code;}"
3c3f1fe0-6dbb-4855-ab4d-4439ee41ab7a,give me the whole complete correct code,give me the whole complete correct code
14811466-2504-4451-b068-22f25b1aafdb,"/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: variable or field 'my_disp_flush' declared void void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                    ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: 'lv_disp_drv_t' was not declared in this scope/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: error: 'disp' was not declared in this scope void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                   ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: note: suggested alternative: 'div' void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                   ^~~~                                   div/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:41: error: expected primary-expression before 'const' void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                         ^~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: error: 'lv_color_t' was not declared in this scope void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                                                ^~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: note: suggested alternative: 'locale_t' void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                                                ^~~~~~~~~~                                                                locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:76: error: 'color_p' was not declared in this scope void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                                                            ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: variable or field 'my_disp_flush' declared void void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                    ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: 'lv_disp_drv_t' was not declared in this scope/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: error: 'disp' was not declared in this scope void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                   ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: note: suggested alternative: 'div' void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                   ^~~~                                   div/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:41: error: expected primary-expression before 'const' void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                         ^~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: error: 'lv_color_t' was not declared in this scope void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                                                ^~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: note: suggested alternative: 'locale_t' void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                                                ^~~~~~~~~~                                                                locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:76: error: 'color_p' was not declared in this scope void my_disp_flush(lv_disp_drv_t *disp, const lv_area_t *area, lv_color_t *color_p) {                                                                            ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino: In function 'void setup()':/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:38:3: error: 'lv_init' was not declared in this scope   lv_init();   ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:38:3: note: suggested alternative: 'rtc_init'   lv_init();   ^~~~~~~   rtc_init/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:41:10: error: 'lv_disp_draw_buf_t' does not name a type   static lv_disp_draw_buf_t draw_buf;          ^~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:42:10: error: 'lv_color_t' does not name a type; did you mean 'locale_t'?   static lv_color_t buf1[800 * 10];          ^~~~~~~~~~          locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:43:10: error: 'lv_color_t' does not name a type; did you mean 'locale_t'?   static lv_color_t buf2[800 * 10];          ^~~~~~~~~~          locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:26: error: 'draw_buf' was not declared in this scope   lv_disp_draw_buf_init(&draw_buf, buf1, buf2, 800 * 10);                          ^~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:36: error: 'buf1' was not declared in this scope   lv_disp_draw_buf_init(&draw_buf, buf1, buf2, 800 * 10);                                    ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:42: error: 'buf2' was not declared in this scope   lv_disp_draw_buf_init(&draw_buf, buf1, buf2, 800 * 10);                                          ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:3: error: 'lv_disp_draw_buf_init' was not declared in this scope   lv_disp_draw_buf_init(&draw_buf, buf1, buf2, 800 * 10);   ^~~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:46:10: error: 'lv_disp_drv_t' does not name a type   static lv_disp_drv_t disp_drv;          ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:47:21: error: 'disp_drv' was not declared in this scope   lv_disp_drv_init(&disp_drv);                     ^~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:47:3: error: 'lv_disp_drv_init' was not declared in this scope   lv_disp_drv_init(&disp_drv);   ^~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:47:3: note: suggested alternative: 'lp_ticker_init'   lv_disp_drv_init(&disp_drv);   ^~~~~~~~~~~~~~~~   lp_ticker_init/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:49:23: error: 'my_disp_flush' was not declared in this scope   disp_drv.flush_cb = my_disp_flush;                       ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:52:3: error: 'lv_disp_drv_register' was not declared in this scope   lv_disp_drv_register(&disp_drv);   ^~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:3: error: 'lv_obj_t' was not declared in this scope   lv_obj_t* screen = lv_obj_create(NULL);   ^~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:3: note: suggested alternative: '__off_t'   lv_obj_t* screen = lv_obj_create(NULL);   ^~~~~~~~   __off_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:13: error: 'screen' was not declared in this scope   lv_obj_t* screen = lv_obj_create(NULL);             ^~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:13: note: suggested alternative: 'strlen'   lv_obj_t* screen = lv_obj_create(NULL);             ^~~~~~             strlen/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:22: error: 'lv_obj_create' was not declared in this scope   lv_obj_t* screen = lv_obj_create(NULL);                      ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:22: note: suggested alternative: 'equeue_create'   lv_obj_t* screen = lv_obj_create(NULL);                      ^~~~~~~~~~~~~                      equeue_create/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:56:3: error: 'lv_scr_load' was not declared in this scope   lv_scr_load(screen);   ^~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:58:10: error: 'lv_coord_t' does not name a type; did you mean 'in_port_t'?   static lv_coord_t col_dsc[] = { 370, 370, LV_GRID_TEMPLATE_LAST };          ^~~~~~~~~~          in_port_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:59:10: error: 'lv_coord_t' does not name a type; did you mean 'in_port_t'?   static lv_coord_t row_dsc[] = { 215, 215, 215, 215, LV_GRID_TEMPLATE_LAST };          ^~~~~~~~~~          in_port_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:61:13: error: 'grid' was not declared in this scope   lv_obj_t* grid = lv_obj_create(screen);             ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:61:13: note: suggested alternative: 'void'   lv_obj_t* grid = lv_obj_create(screen);             ^~~~             void/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:62:27: error: 'LV_LAYOUT_GRID' was not declared in this scope   lv_obj_set_layout(grid, LV_LAYOUT_GRID);                           ^~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:62:3: error: 'lv_obj_set_layout' was not declared in this scope   lv_obj_set_layout(grid, LV_LAYOUT_GRID);   ^~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:63:35: error: 'col_dsc' was not declared in this scope   lv_obj_set_grid_dsc_array(grid, col_dsc, row_dsc);                                   ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:63:44: error: 'row_dsc' was not declared in this scope   lv_obj_set_grid_dsc_array(grid, col_dsc, row_dsc);                                            ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:63:3: error: 'lv_obj_set_grid_dsc_array' was not declared in this scope   lv_obj_set_grid_dsc_array(grid, col_dsc, row_dsc);   ^~~~~~~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:64:25: error: 'lv_pct' was not declared in this scope   lv_obj_set_size(grid, lv_pct(100), lv_pct(100));                         ^~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:64:3: error: 'lv_obj_set_size' was not declared in this scope   lv_obj_set_size(grid, lv_pct(100), lv_pct(100));   ^~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:64:3: note: suggested alternative: 'flash_get_size'   lv_obj_set_size(grid, lv_pct(100), lv_pct(100));   ^~~~~~~~~~~~~~~   flash_get_size/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:65:3: error: 'lv_obj_center' was not declared in this scope   lv_obj_center(grid);   ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:68:13: error: 'obj' was not declared in this scope   lv_obj_t* obj;             ^~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:70:29: error: 'LV_GRID_ALIGN_STRETCH' was not declared in this scope   lv_obj_set_grid_cell(obj, LV_GRID_ALIGN_STRETCH, 0, 1,                             ^~~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:70:3: error: 'lv_obj_set_grid_cell' was not declared in this scope   lv_obj_set_grid_cell(obj, LV_GRID_ALIGN_STRETCH, 0, 1,   ^~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino: In function 'void loop()':/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:90:3: error: 'lv_timer_handler' was not declared in this scope   lv_timer_handler();   ^~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:90:3: note: suggested alternative: 'lp_ticker_irq_handler'   lv_timer_handler();   ^~~~~~~~~~~~~~~~   lp_ticker_irq_handlerMultiple libraries were found for \""Wire.h\""  Used: /home/builder/.arduino15/packages/arduino/hardware/mbed_giga/4.2.1/libraries/Wire  Not used: /home/builder/opt/libraries/flexwire_1_2_1Error during build: exit status 1","/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: variable or field 'my_disp_flush' declared void void code {                    ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: 'lv_disp_drv_t' was not declared in this scope/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: error: 'disp' was not declared in this scope void code {                                   ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: note: suggested alternative: 'div' void code {                                   ^~~~                                   div/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:41: error: expected primary-expression before 'const' void code {                                         ^~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: error: 'lv_color_t' was not declared in this scope void code {                                                                ^~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: note: suggested alternative: 'locale_t' void code {                                                                ^~~~~~~~~~                                                                locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:76: error: 'color_p' was not declared in this scope void code {                                                                            ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: variable or field 'my_disp_flush' declared void void code {                    ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:20: error: 'lv_disp_drv_t' was not declared in this scope/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: error: 'disp' was not declared in this scope void code {                                   ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:35: note: suggested alternative: 'div' void code {                                   ^~~~                                   div/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:41: error: expected primary-expression before 'const' void code {                                         ^~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: error: 'lv_color_t' was not declared in this scope void code {                                                                ^~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:64: note: suggested alternative: 'locale_t' void code {                                                                ^~~~~~~~~~                                                                locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:23:76: error: 'color_p' was not declared in this scope void code {                                                                            ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino: In function 'void code':/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:38:3: error: 'lv_init' was not declared in this scope   code;   ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:38:3: note: suggested alternative: 'rtc_init'   code;   ^~~~~~~   rtc_init/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:41:10: error: 'lv_disp_draw_buf_t' does not name a type   static lv_disp_draw_buf_t draw_buf;          ^~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:42:10: error: 'lv_color_t' does not name a type; did you mean 'locale_t'?   static lv_color_t buf1[800 * 10];          ^~~~~~~~~~          locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:43:10: error: 'lv_color_t' does not name a type; did you mean 'locale_t'?   static lv_color_t buf2[800 * 10];          ^~~~~~~~~~          locale_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:26: error: 'draw_buf' was not declared in this scope   code;                          ^~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:36: error: 'buf1' was not declared in this scope   code;                                    ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:42: error: 'buf2' was not declared in this scope   code;                                          ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:44:3: error: 'lv_disp_draw_buf_init' was not declared in this scope   code;   ^~~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:46:10: error: 'lv_disp_drv_t' does not name a type   static lv_disp_drv_t disp_drv;          ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:47:21: error: 'disp_drv' was not declared in this scope   code;                     ^~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:47:3: error: 'lv_disp_drv_init' was not declared in this scope   code;   ^~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:47:3: note: suggested alternative: 'lp_ticker_init'   code;   ^~~~~~~~~~~~~~~~   lp_ticker_init/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:49:23: error: 'my_disp_flush' was not declared in this scope   disp_drv.flush_cb = my_disp_flush;                       ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:52:3: error: 'lv_disp_drv_register' was not declared in this scope   code;   ^~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:3: error: 'lv_obj_t' was not declared in this scope   lv_obj_t* screen = code;   ^~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:3: note: suggested alternative: '__off_t'   lv_obj_t* screen = code;   ^~~~~~~~   __off_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:13: error: 'screen' was not declared in this scope   lv_obj_t* screen = code;             ^~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:13: note: suggested alternative: 'strlen'   lv_obj_t* screen = code;             ^~~~~~             strlen/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:22: error: 'lv_obj_create' was not declared in this scope   lv_obj_t* screen = code;                      ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:55:22: note: suggested alternative: 'equeue_create'   lv_obj_t* screen = code;                      ^~~~~~~~~~~~~                      equeue_create/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:56:3: error: 'lv_scr_load' was not declared in this scope   code;   ^~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:58:10: error: 'lv_coord_t' does not name a type; did you mean 'in_port_t'?   static lv_coord_t col_dsc[] = { 370, 370, LV_GRID_TEMPLATE_LAST };          ^~~~~~~~~~          in_port_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:59:10: error: 'lv_coord_t' does not name a type; did you mean 'in_port_t'?   static lv_coord_t row_dsc[] = { 215, 215, 215, 215, LV_GRID_TEMPLATE_LAST };          ^~~~~~~~~~          in_port_t/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:61:13: error: 'grid' was not declared in this scope   lv_obj_t* grid = code;             ^~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:61:13: note: suggested alternative: 'void'   lv_obj_t* grid = code;             ^~~~             void/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:62:27: error: 'LV_LAYOUT_GRID' was not declared in this scope   code;                           ^~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:62:3: error: 'lv_obj_set_layout' was not declared in this scope   code;   ^~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:63:35: error: 'col_dsc' was not declared in this scope   code;                                   ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:63:44: error: 'row_dsc' was not declared in this scope   code;                                            ^~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:63:3: error: 'lv_obj_set_grid_dsc_array' was not declared in this scope   code;   ^~~~~~~~~~~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:64:25: error: 'lv_pct' was not declared in this scope   code, code);                         ^~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:64:3: error: 'lv_obj_set_size' was not declared in this scope   code, code);   ^~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:64:3: note: suggested alternative: 'flash_get_size'   code, code);   ^~~~~~~~~~~~~~~   flash_get_size/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:65:3: error: 'lv_obj_center' was not declared in this scope   code;   ^~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:68:13: error: 'obj' was not declared in this scope   lv_obj_t* obj;             ^~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:70:29: error: 'LV_GRID_ALIGN_STRETCH' was not declared in this scope   code':/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:90:3: error: 'lv_timer_handler' was not declared in this scope   code;   ^~~~~~~~~~~~~~~~/tmp/1925822261/new_sketch_1732005952949/new_sketch_1732005952949.ino:90:3: note: suggested alternative: 'lp_ticker_irq_handler'   code;   ^~~~~~~~~~~~~~~~   lp_ticker_irq_handlerMultiple libraries were found for \""Wire.h\""  Used: /home/builder/.arduino15/packages/arduino/hardware/mbed_giga/4.2.1/libraries/Wire  Not used: /home/builder/opt/libraries/flexwire_1_2_1Error during build: exit status 1"
